"name";"channel";"circles";"br.cont";"blur.int";"otsu.offset";"dist.metric";"water.tolerance";"water.ext";"size.threshold";"left.circles";"removed.circles"
"EA.hy926 2018-04-17 02C_01_c2";"G";0;"^ 1";1;0,3;"euclidean";0,05;5;80;0;1
"EA.hy926 2018-04-17 02C_02_c2";"G";42;"^ 1";1;0,3;"euclidean";0,05;5;80;42;11
"EA.hy926 2018-04-17 02D_01_c2";"G";4;"^ 1";1;0,3;"euclidean";0,05;5;80;4;0
"EA.hy926 2018-04-17 02D_02_c2";"G";12;"^ 1";1;0,3;"euclidean";0,05;5;80;12;9
"EA.hy926 2018-04-17 02D_03_c2";"G";2;"^ 1";1;0,3;"euclidean";0,05;5;80;2;1
"EA.hy926 2018-04-17 02E_01_c2";"G";9;"^ 1";1;0,3;"euclidean";0,05;5;80;9;0
"EA.hy926 2018-04-17 02E_02_c2";"G";1;"^ 1";1;0,3;"euclidean";0,05;5;80;1;0
"EA.hy926 2018-04-17 02E_03_c2";"G";6;"^ 1";1;0,3;"euclidean";0,05;5;80;6;0
"EA.hy926 2018-04-17 02F_01_c2";"G";4;"^ 1";1;0,3;"euclidean";0,05;5;80;4;0
"EA.hy926 2018-04-17 02F_02_c2";"G";20;"^ 1";1;0,3;"euclidean";0,05;5;80;20;36
"EA.hy926 2018-04-17 02F_03_c2";"G";4;"^ 1";1;0,3;"euclidean";0,05;5;80;4;0
"EA.hy926 2018-04-17 03C_01_c2";"G";2;"^ 1";1;0,3;"euclidean";0,05;5;80;2;2
"EA.hy926 2018-04-17 03C_02_c2";"G";5;"^ 1";1;0,3;"euclidean";0,05;5;80;5;1
"EA.hy926 2018-04-17 03C_03_c2";"G";6;"^ 1";1;0,3;"euclidean";0,05;5;80;6;0
"EA.hy926 2018-04-17 03D_01_c2";"G";3;"^ 1";1;0,3;"euclidean";0,05;5;80;3;4
"EA.hy926 2018-04-17 03D_02_c2";"G";9;"^ 1";1;0,3;"euclidean";0,05;5;80;9;2
"EA.hy926 2018-04-17 03D_03_c2";"G";0;"^ 1";1;0,3;"euclidean";0,05;5;80;0;0
