"name";"channel";"circles";"br.cont";"blur.int";"otsu.offset";"dist.metric";"water.tolerance";"water.ext";"size.threshold";"left.circles";"removed.circles"
"B6_01";"G";1902;"^ 0.5";1;0,3;"euclidean";0,05;5;20;1902;160
"B6_02";"G";2109;"^ 0.5";1;0,3;"euclidean";0,05;5;20;2109;208
"B6_03";"G";1979;"^ 0.5";1;0,3;"euclidean";0,05;5;20;1979;227
"C6_01";"G";2174;"^ 0.5";1;0,3;"euclidean";0,05;5;20;2174;238
"C6_02";"G";2063;"^ 0.5";1;0,3;"euclidean";0,05;5;20;2063;206
"C6_03";"G";1889;"^ 0.5";1;0,3;"euclidean";0,05;5;20;1889;171
"D6_01";"G";1863;"^ 0.5";1;0,3;"euclidean";0,05;5;20;1863;183
"D6_02";"G";2369;"^ 0.5";1;0,3;"euclidean";0,05;5;20;2369;268
"D6_03";"G";2487;"^ 0.5";1;0,3;"euclidean";0,05;5;20;2487;241
"E6_01";"G";1307;"^ 0.5";1;0,3;"euclidean";0,05;5;20;1307;116
"E6_02";"G";1540;"^ 0.5";1;0,3;"euclidean";0,05;5;20;1540;231
"E6_03";"G";1298;"^ 0.5";1;0,3;"euclidean";0,05;5;20;1298;100
"F6_01";"G";1696;"^ 0.5";1;0,3;"euclidean";0,05;5;20;1696;117
"F6_02";"G";2364;"^ 0.5";1;0,3;"euclidean";0,05;5;20;2364;282
"F6_03";"G";2095;"^ 0.5";1;0,3;"euclidean";0,05;5;20;2095;191
"G6_01";"G";1388;"^ 0.5";1;0,3;"euclidean";0,05;5;20;1388;81
"G6_02";"G";1916;"^ 0.5";1;0,3;"euclidean";0,05;5;20;1916;163
"G6_03";"G";1725;"^ 0.5";1;0,3;"euclidean";0,05;5;20;1725;140
