"name";"channel";"circles";"br.cont";"blur.int";"otsu.offset";"dist.metric";"water.tolerance";"water.ext";"size.threshold";"left.circles";"removed.circles"
"B8_01";"G";1004;"^ 0.5";1;0,3;"euclidean";0,05;5;20;1004;73
"B8_02";"G";1142;"^ 0.5";1;0,3;"euclidean";0,05;5;20;1142;108
"B8_03";"G";827;"^ 0.5";1;0,3;"euclidean";0,05;5;20;827;57
"C8_01";"G";795;"^ 0.5";1;0,3;"euclidean";0,05;5;20;795;63
"C8_02";"G";976;"^ 0.5";1;0,3;"euclidean";0,05;5;20;976;68
"C8_03";"G";965;"^ 0.5";1;0,3;"euclidean";0,05;5;20;965;54
"D8_01";"G";523;"^ 0.5";1;0,3;"euclidean";0,05;5;20;523;33
"D8_02";"G";952;"^ 0.5";1;0,3;"euclidean";0,05;5;20;952;56
"D8_03";"G";877;"^ 0.5";1;0,3;"euclidean";0,05;5;20;877;46
"E8_01";"G";562;"^ 0.5";1;0,3;"euclidean";0,05;5;20;562;31
"E8_02";"G";730;"^ 0.5";1;0,3;"euclidean";0,05;5;20;730;40
"E8_03";"G";649;"^ 0.5";1;0,3;"euclidean";0,05;5;20;649;34
"F8_01";"G";530;"^ 0.5";1;0,3;"euclidean";0,05;5;20;530;30
"F8_02";"G";1254;"^ 0.5";1;0,3;"euclidean";0,05;5;20;1254;65
"F8_03";"G";1056;"^ 0.5";1;0,3;"euclidean";0,05;5;20;1056;62
"G8_01";"G";353;"^ 0.5";1;0,3;"euclidean";0,05;5;20;353;26
"G8_02";"G";475;"^ 0.5";1;0,3;"euclidean";0,05;5;20;475;29
"G8_03";"G";363;"^ 0.5";1;0,3;"euclidean";0,05;5;20;363;27
