name;channel;circles;br.cont;blur.int;otsu.offset;dist.metric;water.tolerance;water.ext;size.threshold;left.circles;removed.circles;circles
EA.hy926 2018-04-20 04C_01_c2;G;15;^ 1;1;0,3;euclidean;0,05;5;50;15;1;15
EA.hy926 2018-04-20 04C_02_c2;G;37;^ 1;1;0,3;euclidean;0,05;5;50;37;14;6
EA.hy926 2018-04-20 04C_03_c2;G;12;^ 1;1;0,3;euclidean;0,05;5;50;12;1;12
EA.hy926 2018-04-20 04D_01_c2;G;9;^ 1;1;0,3;euclidean;0,05;5;50;9;0;9
EA.hy926 2018-04-20 04D_02_c2;G;247;^ 1;1;0,3;euclidean;0,05;5;50;247;199;7
EA.hy926 2018-04-20 04D_03_c2;G;17;^ 1;1;0,3;euclidean;0,05;5;50;17;2;17
EA.hy926 2018-04-20 04E_01_c2;G;15;^ 1;1;0,3;euclidean;0,05;5;50;15;5;15
EA.hy926 2018-04-20 04E_02_c2;G;87;^ 1;1;0,3;euclidean;0,05;5;50;87;107;23
EA.hy926 2018-04-20 04E_03_c2;G;14;^ 1;1;0,3;euclidean;0,05;5;50;14;4;14
EA.hy926 2018-04-20 04F_01_c2;G;13;^ 1;1;0,3;euclidean;0,05;5;50;13;1;13
EA.hy926 2018-04-20 04F_02_c2;G;8;^ 1;1;0,3;euclidean;0,05;5;50;8;1;8
EA.hy926 2018-04-20 04F_03_c2;G;13;^ 1;1;0,3;euclidean;0,05;5;50;13;1;13
EA.hy926 2018-04-20 05C_01_c2;G;42;^ 1;1;0,3;euclidean;0,05;5;50;42;10;42
EA.hy926 2018-04-20 05C_02_c2;G;11;^ 1;1;0,3;euclidean;0,05;5;50;11;1;11
EA.hy926 2018-04-20 05C_03_c2;G;16;^ 1;1;0,3;euclidean;0,05;5;50;16;0;16
EA.hy926 2018-04-20 05D_01_c2;G;20;^ 1;1;0,3;euclidean;0,05;5;50;20;45;20
EA.hy926 2018-04-20 05D_02_c2;G;19;^ 1;1;0,3;euclidean;0,05;5;50;19;14;19
EA.hy926 2018-04-20 05D_03_c2;G;5;^ 1;1;0,3;euclidean;0,05;5;50;5;13;5
EA.hy926 2018-04-20 05E_01_c2;G;12;^ 1;1;0,3;euclidean;0,05;5;50;12;4;12
EA.hy926 2018-04-20 05E_02_c2;G;176;^ 1;1;0,3;euclidean;0,05;5;50;176;165;17
EA.hy926 2018-04-20 05E_03_c2;G;9;^ 1;1;0,3;euclidean;0,05;5;50;9;0;9
EA.hy926 2018-04-20 05F_01_c2;G;2;^ 1;1;0,3;euclidean;0,05;5;50;2;1;2
EA.hy926 2018-04-20 05F_02_c2;G;9;^ 1;1;0,3;euclidean;0,05;5;50;9;0;9
EA.hy926 2018-04-20 05F_03_c2;G;18;^ 1;1;0,3;euclidean;0,05;5;50;18;4;18
EA.hy926 2018-04-20 06C_01_c2;G;7;^ 1;1;0,3;euclidean;0,05;5;50;7;0;7
EA.hy926 2018-04-20 06C_02_c2;G;5;^ 1;1;0,3;euclidean;0,05;5;50;5;0;5
EA.hy926 2018-04-20 06C_03_c2;G;16;^ 1;1;0,3;euclidean;0,05;5;50;16;0;16
EA.hy926 2018-04-20 06D_01_c2;G;0;^ 1;1;0,3;euclidean;0,05;5;50;0;2;0
EA.hy926 2018-04-20 06D_02_c2;G;141;^ 1;1;0,3;euclidean;0,05;5;50;141;100;7
EA.hy926 2018-04-20 06D_03_c2;G;3;^ 1;1;0,3;euclidean;0,05;5;50;3;1;3
EA.hy926 2018-04-20 06E_01_c2;G;19;^ 1;1;0,3;euclidean;0,05;5;50;19;5;19
EA.hy926 2018-04-20 06E_02_c2;G;141;^ 1;1;0,3;euclidean;0,05;5;50;141;147;4
EA.hy926 2018-04-20 06E_03_c2;G;10;^ 1;1;0,3;euclidean;0,05;5;50;10;29;10
EA.hy926 2018-04-20 06F_01_c2;G;11;^ 1;1;0,3;euclidean;0,05;5;50;11;4;11
EA.hy926 2018-04-20 06F_02_c2;G;4;^ 1;1;0,3;euclidean;0,05;5;50;4;2;4
EA.hy926 2018-04-20 06F_03_c2;G;8;^ 1;1;0,3;euclidean;0,05;5;50;8;0;8
EA.hy926 2018-04-20 07C_01_c2;G;8;^ 1;1;0,3;euclidean;0,05;5;50;8;0;8
EA.hy926 2018-04-20 07C_02_c2;G;21;^ 1;1;0,3;euclidean;0,05;5;50;21;2;21
EA.hy926 2018-04-20 07C_03_c2;G;10;^ 1;1;0,3;euclidean;0,05;5;50;10;0;10
EA.hy926 2018-04-20 07D_01_c2;G;6;^ 1;1;0,3;euclidean;0,05;5;50;6;4;6
EA.hy926 2018-04-20 07D_02_c2;G;258;^ 1;1;0,3;euclidean;0,05;5;50;258;184;3
EA.hy926 2018-04-20 07D_03_c2;G;43;^ 1;1;0,3;euclidean;0,05;5;50;43;61;10
EA.hy926 2018-04-20 07E_01_c2;G;6;^ 1;1;0,3;euclidean;0,05;5;50;6;1;6
EA.hy926 2018-04-20 07E_02_c2;G;40;^ 1;1;0,3;euclidean;0,05;5;50;40;17;38
EA.hy926 2018-04-20 07E_03_c2;G;3;^ 1;1;0,3;euclidean;0,05;5;50;3;3;3
EA.hy926 2018-04-20 07F_01_c2;G;17;^ 1;1;0,3;euclidean;0,05;5;50;17;0;17
EA.hy926 2018-04-20 07F_02_c2;G;9;^ 1;1;0,3;euclidean;0,05;5;50;9;0;9
EA.hy926 2018-04-20 07F_03_c2;G;32;^ 1;1;0,3;euclidean;0,05;5;50;32;23;32
