"name";"channel";"circles";"br.cont";"blur.int";"otsu.offset";"dist.metric";"water.tolerance";"water.ext";"size.threshold";"left.circles";"removed.circles";"file";"date";"exp"
"B2_01_c2";"G";131;"^ 0.5";1;0.3;"euclidean";0.05;5;20;131;54;"report_2C8.csv";"2018-09-20";1
"B2_02_c2";"G";234;"^ 0.5";1;0.3;"euclidean";0.05;5;20;234;57;"report_2C8.csv";"2018-09-20";1
"B2_03_c2";"G";126;"^ 0.5";1;0.3;"euclidean";0.05;5;20;126;37;"report_2C8.csv";"2018-09-20";1
"C2_01_c2";"G";228;"^ 0.5";1;0.3;"euclidean";0.05;5;20;228;89;"report_2C8.csv";"2018-09-20";1
"C2_02_c2";"G";672;"^ 0.5";1;0.3;"euclidean";0.05;5;20;672;120;"report_2C8.csv";"2018-09-20";1
"C2_03_c2";"G";87;"^ 0.5";1;0.3;"euclidean";0.05;5;20;87;34;"report_2C8.csv";"2018-09-20";1
"D2_01_c2";"G";238;"^ 0.5";1;0.3;"euclidean";0.05;5;20;238;93;"report_2C8.csv";"2018-09-20";1
"D2_02_c2";"G";318;"^ 0.5";1;0.3;"euclidean";0.05;5;20;318;86;"report_2C8.csv";"2018-09-20";1
"D2_03_c2";"G";138;"^ 0.5";1;0.3;"euclidean";0.05;5;20;138;50;"report_2C8.csv";"2018-09-20";1
"E2_01_c2";"G";133;"^ 0.5";1;0.3;"euclidean";0.05;5;20;133;52;"report_2C8.csv";"2018-09-20";1
"E2_02_c2";"G";168;"^ 0.5";1;0.3;"euclidean";0.05;5;20;168;55;"report_2C8.csv";"2018-09-20";1
"E2_03_c2";"G";69;"^ 0.5";1;0.3;"euclidean";0.05;5;20;69;30;"report_2C8.csv";"2018-09-20";1
"F2_01_c2";"G";176;"^ 0.5";1;0.3;"euclidean";0.05;5;20;176;59;"report_2C8.csv";"2018-09-20";1
"F2_02_c2";"G";284;"^ 0.5";1;0.3;"euclidean";0.05;5;20;284;67;"report_2C8.csv";"2018-09-20";1
"F2_03_c2";"G";103;"^ 0.5";1;0.3;"euclidean";0.05;5;20;103;62;"report_2C8.csv";"2018-09-20";1
"G2_01_c2";"G";119;"^ 0.5";1;0.3;"euclidean";0.05;5;20;119;67;"report_2C8.csv";"2018-09-20";1
"G2_02_c2";"G";257;"^ 0.5";1;0.3;"euclidean";0.05;5;20;257;76;"report_2C8.csv";"2018-09-20";1
"G2_03_c2";"G";32;"^ 0.5";1;0.3;"euclidean";0.05;5;20;32;24;"report_2C8.csv";"2018-09-20";1
"B6_01_c2";"G";565;"^ 0.5";1;0.3;"euclidean";0.05;5;20;565;159;"report_3A7.csv";"2018-09-20";1
"B6_02_c2";"G";240;"^ 0.5";1;0.3;"euclidean";0.05;5;20;240;78;"report_3A7.csv";"2018-09-20";1
"B6_03_c2";"G";193;"^ 0.5";1;0.3;"euclidean";0.05;5;20;193;59;"report_3A7.csv";"2018-09-20";1
"C6_01_c2";"G";359;"^ 0.5";1;0.3;"euclidean";0.05;5;20;359;120;"report_3A7.csv";"2018-09-20";1
"C6_02_c2";"G";428;"^ 0.5";1;0.3;"euclidean";0.05;5;20;428;143;"report_3A7.csv";"2018-09-20";1
"C6_03_c2";"G";112;"^ 0.5";1;0.3;"euclidean";0.05;5;20;112;70;"report_3A7.csv";"2018-09-20";1
"D6_01_c2";"G";512;"^ 0.5";1;0.3;"euclidean";0.05;5;20;512;205;"report_3A7.csv";"2018-09-20";1
"D6_02_c2";"G";444;"^ 0.5";1;0.3;"euclidean";0.05;5;20;444;113;"report_3A7.csv";"2018-09-20";1
"D6_03_c2";"G";66;"^ 0.5";1;0.3;"euclidean";0.05;5;20;66;33;"report_3A7.csv";"2018-09-20";1
"E6_01_c2";"G";252;"^ 0.5";1;0.3;"euclidean";0.05;5;20;252;80;"report_3A7.csv";"2018-09-20";1
"E6_02_c2";"G";304;"^ 0.5";1;0.3;"euclidean";0.05;5;20;304;65;"report_3A7.csv";"2018-09-20";1
"E6_03_c2";"G";61;"^ 0.5";1;0.3;"euclidean";0.05;5;20;61;54;"report_3A7.csv";"2018-09-20";1
"F6_01_c2";"G";382;"^ 0.5";1;0.3;"euclidean";0.05;5;20;382;147;"report_3A7.csv";"2018-09-20";1
"F6_02_c2";"G";406;"^ 0.5";1;0.3;"euclidean";0.05;5;20;406;118;"report_3A7.csv";"2018-09-20";1
"F6_03_c2";"G";142;"^ 0.5";1;0.3;"euclidean";0.05;5;20;142;60;"report_3A7.csv";"2018-09-20";1
"G6_01_c2";"G";262;"^ 0.5";1;0.3;"euclidean";0.05;5;20;262;95;"report_3A7.csv";"2018-09-20";1
"G6_02_c2";"G";284;"^ 0.5";1;0.3;"euclidean";0.05;5;20;284;115;"report_3A7.csv";"2018-09-20";1
