"name";"channel";"circles";"br.cont";"blur.int";"otsu.offset";"dist.metric";"water.tolerance";"water.ext";"size.threshold";"left.circles";"removed.circles";"file";"date";"exp"
"B2_01";"G";629;"^ 0.5";1;0.3;"euclidean";0.05;5;20;629;64;"report_2C8+TGF-beta.csv";"2018-10-11";2
"B2_02";"G";982;"^ 0.5";1;0.3;"euclidean";0.05;5;20;982;117;"report_2C8+TGF-beta.csv";"2018-10-11";2
"B2_03";"G";158;"^ 0.5";1;0.3;"euclidean";0.05;5;20;158;59;"report_2C8+TGF-beta.csv";"2018-10-11";2
"C2_01";"G";311;"^ 0.5";1;0.3;"euclidean";0.05;5;20;311;79;"report_2C8+TGF-beta.csv";"2018-10-11";2
"C2_02";"G";460;"^ 0.5";1;0.3;"euclidean";0.05;5;20;460;57;"report_2C8+TGF-beta.csv";"2018-10-11";2
"C2_03";"G";595;"^ 0.5";1;0.3;"euclidean";0.05;5;20;595;58;"report_2C8+TGF-beta.csv";"2018-10-11";2
"D2_01";"G";189;"^ 0.5";1;0.3;"euclidean";0.05;5;20;189;64;"report_2C8+TGF-beta.csv";"2018-10-11";2
"D2_02";"G";446;"^ 0.5";1;0.3;"euclidean";0.05;5;20;446;39;"report_2C8+TGF-beta.csv";"2018-10-11";2
"D2_03";"G";430;"^ 0.5";1;0.3;"euclidean";0.05;5;20;430;47;"report_2C8+TGF-beta.csv";"2018-10-11";2
"E2_01";"G";568;"^ 0.5";1;0.3;"euclidean";0.05;5;20;568;99;"report_2C8+TGF-beta.csv";"2018-10-11";2
"E2_02";"G";573;"^ 0.5";1;0.3;"euclidean";0.05;5;20;573;135;"report_2C8+TGF-beta.csv";"2018-10-11";2
"E2_03";"G";1187;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1187;212;"report_2C8+TGF-beta.csv";"2018-10-11";2
"F2_01";"G";820;"^ 0.5";1;0.3;"euclidean";0.05;5;20;820;151;"report_2C8+TGF-beta.csv";"2018-10-11";2
"F2_02";"G";1199;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1199;270;"report_2C8+TGF-beta.csv";"2018-10-11";2
