"name";"channel";"circles";"br.cont";"blur.int";"otsu.offset";"dist.metric";"water.tolerance";"water.ext";"size.threshold";"left.circles";"removed.circles";"file";"date";"exp"
"B2_01";"G";1061;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1061;172;"report_2Ñ8.csv";"2018-10-24";3
"B2_02";"G";626;"^ 0.5";1;0.3;"euclidean";0.05;5;20;626;54;"report_2Ñ8.csv";"2018-10-24";3
"B2_03";"G";454;"^ 0.5";1;0.3;"euclidean";0.05;5;20;454;45;"report_2Ñ8.csv";"2018-10-24";3
"C2_01";"G";779;"^ 0.5";1;0.3;"euclidean";0.05;5;20;779;125;"report_2Ñ8.csv";"2018-10-24";3
"C2_02";"G";740;"^ 0.5";1;0.3;"euclidean";0.05;5;20;740;75;"report_2Ñ8.csv";"2018-10-24";3
"C2_03";"G";169;"^ 0.5";1;0.3;"euclidean";0.05;5;20;169;39;"report_2Ñ8.csv";"2018-10-24";3
"D2_01";"G";889;"^ 0.5";1;0.3;"euclidean";0.05;5;20;889;167;"report_2Ñ8.csv";"2018-10-24";3
"D2_02";"G";1392;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1392;126;"report_2Ñ8.csv";"2018-10-24";3
"D2_03";"G";1241;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1241;103;"report_2Ñ8.csv";"2018-10-24";3
"E2_01";"G";563;"^ 0.5";1;0.3;"euclidean";0.05;5;20;563;102;"report_2Ñ8.csv";"2018-10-24";3
"E2_02";"G";769;"^ 0.5";1;0.3;"euclidean";0.05;5;20;769;76;"report_2Ñ8.csv";"2018-10-24";3
"E2_03";"G";533;"^ 0.5";1;0.3;"euclidean";0.05;5;20;533;69;"report_2Ñ8.csv";"2018-10-24";3
"F2_01";"G";378;"^ 0.5";1;0.3;"euclidean";0.05;5;20;378;55;"report_2Ñ8.csv";"2018-10-24";3
"F2_02";"G";776;"^ 0.5";1;0.3;"euclidean";0.05;5;20;776;73;"report_2Ñ8.csv";"2018-10-24";3
"F2_03";"G";661;"^ 0.5";1;0.3;"euclidean";0.05;5;20;661;70;"report_2Ñ8.csv";"2018-10-24";3
"G2_01";"G";204;"^ 0.5";1;0.3;"euclidean";0.05;5;20;204;29;"report_2Ñ8.csv";"2018-10-24";3
"G2_02";"G";317;"^ 0.5";1;0.3;"euclidean";0.05;5;20;317;36;"report_2Ñ8.csv";"2018-10-24";3
"G2_03";"G";716;"^ 0.5";1;0.3;"euclidean";0.05;5;20;716;82;"report_2Ñ8.csv";"2018-10-24";3
"B6_01";"G";1055;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1055;171;"report_3A7.csv";"2018-10-24";3
"B6_02";"G";404;"^ 0.5";1;0.3;"euclidean";0.05;5;20;404;71;"report_3A7.csv";"2018-10-24";3
"B6_03";"G";917;"^ 0.5";1;0.3;"euclidean";0.05;5;20;917;54;"report_3A7.csv";"2018-10-24";3
"C6_01";"G";1152;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1152;252;"report_3A7.csv";"2018-10-24";3
"C6_02";"G";1007;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1007;124;"report_3A7.csv";"2018-10-24";3
"C6_03";"G";644;"^ 0.5";1;0.3;"euclidean";0.05;5;20;644;92;"report_3A7.csv";"2018-10-24";3
"D6_01";"G";299;"^ 0.5";1;0.3;"euclidean";0.05;5;20;299;34;"report_3A7.csv";"2018-10-24";3
"D6_02";"G";1101;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1101;88;"report_3A7.csv";"2018-10-24";3
"D6_03";"G";525;"^ 0.5";1;0.3;"euclidean";0.05;5;20;525;60;"report_3A7.csv";"2018-10-24";3
"E6_01";"G";508;"^ 0.5";1;0.3;"euclidean";0.05;5;20;508;63;"report_3A7.csv";"2018-10-24";3
"E6_02";"G";966;"^ 0.5";1;0.3;"euclidean";0.05;5;20;966;85;"report_3A7.csv";"2018-10-24";3
"E6_03";"G";78;"^ 0.5";1;0.3;"euclidean";0.05;5;20;78;20;"report_3A7.csv";"2018-10-24";3
"F6_01";"G";828;"^ 0.5";1;0.3;"euclidean";0.05;5;20;828;136;"report_3A7.csv";"2018-10-24";3
"F6_02";"G";1045;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1045;114;"report_3A7.csv";"2018-10-24";3
"F6_03";"G";819;"^ 0.5";1;0.3;"euclidean";0.05;5;20;819;74;"report_3A7.csv";"2018-10-24";3
"G6_01";"G";1063;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1063;134;"report_3A7.csv";"2018-10-24";3
"G6_02";"G";1492;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1492;143;"report_3A7.csv";"2018-10-24";3
"G6_03";"G";114;"^ 0.5";1;0.3;"euclidean";0.05;5;20;114;21;"report_3A7.csv";"2018-10-24";3
"B3_01";"G";1110;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1110;212;"report_4C9.csv";"2018-10-24";3
"B3_02";"G";812;"^ 0.5";1;0.3;"euclidean";0.05;5;20;812;141;"report_4C9.csv";"2018-10-24";3
"B3_03";"G";855;"^ 0.5";1;0.3;"euclidean";0.05;5;20;855;152;"report_4C9.csv";"2018-10-24";3
"C3_01";"G";862;"^ 0.5";1;0.3;"euclidean";0.05;5;20;862;385;"report_4C9.csv";"2018-10-24";3
"C3_02";"G";1408;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1408;245;"report_4C9.csv";"2018-10-24";3
"C3_03";"G";624;"^ 0.5";1;0.3;"euclidean";0.05;5;20;624;300;"report_4C9.csv";"2018-10-24";3
"D3_01";"G";1405;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1405;303;"report_4C9.csv";"2018-10-24";3
"D3_02";"G";914;"^ 0.5";1;0.3;"euclidean";0.05;5;20;914;89;"report_4C9.csv";"2018-10-24";3
"D3_03";"G";1384;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1384;114;"report_4C9.csv";"2018-10-24";3
"E3_01";"G";717;"^ 0.5";1;0.3;"euclidean";0.05;5;20;717;138;"report_4C9.csv";"2018-10-24";3
"E3_02";"G";857;"^ 0.5";1;0.3;"euclidean";0.05;5;20;857;108;"report_4C9.csv";"2018-10-24";3
"E3_03";"G";1297;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1297;170;"report_4C9.csv";"2018-10-24";3
"F3_01";"G";1051;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1051;203;"report_4C9.csv";"2018-10-24";3
