"name";"channel";"circles";"br.cont";"blur.int";"otsu.offset";"dist.metric";"water.tolerance";"water.ext";"size.threshold";"left.circles";"removed.circles";"file";"date";"exp"
"B2_01";"G";143;"^ 0.5";1;0.3;"euclidean";0.05;5;20;143;47;"report_2C8+TGF-beta.csv";"2018-10-25";3
"B2_02";"G";238;"^ 0.5";1;0.3;"euclidean";0.05;5;20;238;39;"report_2C8+TGF-beta.csv";"2018-10-25";3
"B2_03";"G";184;"^ 0.5";1;0.3;"euclidean";0.05;5;20;184;30;"report_2C8+TGF-beta.csv";"2018-10-25";3
"C2_01";"G";503;"^ 0.5";1;0.3;"euclidean";0.05;5;20;503;51;"report_2C8+TGF-beta.csv";"2018-10-25";3
"C2_02";"G";525;"^ 0.5";1;0.3;"euclidean";0.05;5;20;525;66;"report_2C8+TGF-beta.csv";"2018-10-25";3
"C2_03";"G";643;"^ 0.5";1;0.3;"euclidean";0.05;5;20;643;68;"report_2C8+TGF-beta.csv";"2018-10-25";3
"D2_01";"G";338;"^ 0.5";1;0.3;"euclidean";0.05;5;20;338;29;"report_2C8+TGF-beta.csv";"2018-10-25";3
"D2_02";"G";400;"^ 0.5";1;0.3;"euclidean";0.05;5;20;400;46;"report_2C8+TGF-beta.csv";"2018-10-25";3
"D2_03";"G";336;"^ 0.5";1;0.3;"euclidean";0.05;5;20;336;38;"report_2C8+TGF-beta.csv";"2018-10-25";3
"E2_01";"G";476;"^ 0.5";1;0.3;"euclidean";0.05;5;20;476;52;"report_2C8+TGF-beta.csv";"2018-10-25";3
"E2_02";"G";752;"^ 0.5";1;0.3;"euclidean";0.05;5;20;752;86;"report_2C8+TGF-beta.csv";"2018-10-25";3
"E2_03";"G";632;"^ 0.5";1;0.3;"euclidean";0.05;5;20;632;101;"report_2C8+TGF-beta.csv";"2018-10-25";3
"F2_01";"G";441;"^ 0.5";1;0.3;"euclidean";0.05;5;20;441;48;"report_2C8+TGF-beta.csv";"2018-10-25";3
"F2_02";"G";473;"^ 0.5";1;0.3;"euclidean";0.05;5;20;473;68;"report_2C8+TGF-beta.csv";"2018-10-25";3
"F2_03";"G";260;"^ 0.5";1;0.3;"euclidean";0.05;5;20;260;34;"report_2C8+TGF-beta.csv";"2018-10-25";3
"G2_01";"G";314;"^ 0.5";1;0.3;"euclidean";0.05;5;20;314;42;"report_2C8+TGF-beta.csv";"2018-10-25";3
"G2_02";"G";368;"^ 0.5";1;0.3;"euclidean";0.05;5;20;368;44;"report_2C8+TGF-beta.csv";"2018-10-25";3
"G2_03";"G";270;"^ 0.5";1;0.3;"euclidean";0.05;5;20;270;42;"report_2C8+TGF-beta.csv";"2018-10-25";3
"B6_01";"G";980;"^ 0.5";1;0.3;"euclidean";0.05;5;20;980;86;"report_3A7+TGF-beta.csv";"2018-10-25";3
"B6_02";"G";908;"^ 0.5";1;0.3;"euclidean";0.05;5;20;908;133;"report_3A7+TGF-beta.csv";"2018-10-25";3
"B6_03";"G";926;"^ 0.5";1;0.3;"euclidean";0.05;5;20;926;119;"report_3A7+TGF-beta.csv";"2018-10-25";3
"C6_01";"G";947;"^ 0.5";1;0.3;"euclidean";0.05;5;20;947;90;"report_3A7+TGF-beta.csv";"2018-10-25";3
"C6_02";"G";718;"^ 0.5";1;0.3;"euclidean";0.05;5;20;718;86;"report_3A7+TGF-beta.csv";"2018-10-25";3
"C6_03";"G";903;"^ 0.5";1;0.3;"euclidean";0.05;5;20;903;113;"report_3A7+TGF-beta.csv";"2018-10-25";3
"D6_01";"G";896;"^ 0.5";1;0.3;"euclidean";0.05;5;20;896;98;"report_3A7+TGF-beta.csv";"2018-10-25";3
"D6_02";"G";782;"^ 0.5";1;0.3;"euclidean";0.05;5;20;782;95;"report_3A7+TGF-beta.csv";"2018-10-25";3
"D6_03";"G";699;"^ 0.5";1;0.3;"euclidean";0.05;5;20;699;99;"report_3A7+TGF-beta.csv";"2018-10-25";3
"E6_01";"G";787;"^ 0.5";1;0.3;"euclidean";0.05;5;20;787;94;"report_3A7+TGF-beta.csv";"2018-10-25";3
"E6_02";"G";608;"^ 0.5";1;0.3;"euclidean";0.05;5;20;608;53;"report_3A7+TGF-beta.csv";"2018-10-25";3
"E6_03";"G";626;"^ 0.5";1;0.3;"euclidean";0.05;5;20;626;84;"report_3A7+TGF-beta.csv";"2018-10-25";3
"F6_01";"G";811;"^ 0.5";1;0.3;"euclidean";0.05;5;20;811;96;"report_3A7+TGF-beta.csv";"2018-10-25";3
"F6_02";"G";685;"^ 0.5";1;0.3;"euclidean";0.05;5;20;685;71;"report_3A7+TGF-beta.csv";"2018-10-25";3
"F6_03";"G";886;"^ 0.5";1;0.3;"euclidean";0.05;5;20;886;104;"report_3A7+TGF-beta.csv";"2018-10-25";3
"G6_01";"G";1094;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1094;88;"report_3A7+TGF-beta.csv";"2018-10-25";3
"G6_02";"G";646;"^ 0.5";1;0.3;"euclidean";0.05;5;20;646;79;"report_3A7+TGF-beta.csv";"2018-10-25";3
"G6_03";"G";545;"^ 0.5";1;0.3;"euclidean";0.05;5;20;545;78;"report_3A7+TGF-beta.csv";"2018-10-25";3
"B3_01";"G";691;"^ 0.5";1;0.3;"euclidean";0.05;5;20;691;61;"report_4C9+TGF-beta.csv";"2018-10-25";3
"B3_02";"G";541;"^ 0.5";1;0.3;"euclidean";0.05;5;20;541;62;"report_4C9+TGF-beta.csv";"2018-10-25";3
"B3_03";"G";412;"^ 0.5";1;0.3;"euclidean";0.05;5;20;412;63;"report_4C9+TGF-beta.csv";"2018-10-25";3
"C3_01";"G";741;"^ 0.5";1;0.3;"euclidean";0.05;5;20;741;84;"report_4C9+TGF-beta.csv";"2018-10-25";3
"C3_02";"G";674;"^ 0.5";1;0.3;"euclidean";0.05;5;20;674;95;"report_4C9+TGF-beta.csv";"2018-10-25";3
"C3_03";"G";662;"^ 0.5";1;0.3;"euclidean";0.05;5;20;662;95;"report_4C9+TGF-beta.csv";"2018-10-25";3
"D3_01";"G";701;"^ 0.5";1;0.3;"euclidean";0.05;5;20;701;68;"report_4C9+TGF-beta.csv";"2018-10-25";3
"D3_02";"G";791;"^ 0.5";1;0.3;"euclidean";0.05;5;20;791;101;"report_4C9+TGF-beta.csv";"2018-10-25";3
"D3_03";"G";487;"^ 0.5";1;0.3;"euclidean";0.05;5;20;487;68;"report_4C9+TGF-beta.csv";"2018-10-25";3
"E3_01";"G";873;"^ 0.5";1;0.3;"euclidean";0.05;5;20;873;113;"report_4C9+TGF-beta.csv";"2018-10-25";3
"E3_02";"G";859;"^ 0.5";1;0.3;"euclidean";0.05;5;20;859;117;"report_4C9+TGF-beta.csv";"2018-10-25";3
"E3_03";"G";830;"^ 0.5";1;0.3;"euclidean";0.05;5;20;830;129;"report_4C9+TGF-beta.csv";"2018-10-25";3
"F3_01";"G";496;"^ 0.5";1;0.3;"euclidean";0.05;5;20;496;76;"report_4C9+TGF-beta.csv";"2018-10-25";3
"F3_02";"G";746;"^ 0.5";1;0.3;"euclidean";0.05;5;20;746;110;"report_4C9+TGF-beta.csv";"2018-10-25";3
"F3_03";"G";585;"^ 0.5";1;0.3;"euclidean";0.05;5;20;585;91;"report_4C9+TGF-beta.csv";"2018-10-25";3
"G3_01";"G";927;"^ 0.5";1;0.3;"euclidean";0.05;5;20;927;114;"report_4C9+TGF-beta.csv";"2018-10-25";3
"G3_02";"G";880;"^ 0.5";1;0.3;"euclidean";0.05;5;20;880;131;"report_4C9+TGF-beta.csv";"2018-10-25";3
"G3_03";"G";712;"^ 0.5";1;0.3;"euclidean";0.05;5;20;712;111;"report_4C9+TGF-beta.csv";"2018-10-25";3
"B4_01";"G";978;"^ 0.5";1;0.3;"euclidean";0.05;5;20;978;114;"report_4E4+TGF-beta.csv";"2018-10-25";3
"B4_02";"G";857;"^ 0.5";1;0.3;"euclidean";0.05;5;20;857;92;"report_4E4+TGF-beta.csv";"2018-10-25";3
"B4_03";"G";723;"^ 0.5";1;0.3;"euclidean";0.05;5;20;723;104;"report_4E4+TGF-beta.csv";"2018-10-25";3
"C4_01";"G";1067;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1067;108;"report_4E4+TGF-beta.csv";"2018-10-25";3
"C4_02";"G";819;"^ 0.5";1;0.3;"euclidean";0.05;5;20;819;112;"report_4E4+TGF-beta.csv";"2018-10-25";3
"C4_03";"G";861;"^ 0.5";1;0.3;"euclidean";0.05;5;20;861;109;"report_4E4+TGF-beta.csv";"2018-10-25";3
"D4_01";"G";872;"^ 0.5";1;0.3;"euclidean";0.05;5;20;872;79;"report_4E4+TGF-beta.csv";"2018-10-25";3
"D4_02";"G";667;"^ 0.5";1;0.3;"euclidean";0.05;5;20;667;85;"report_4E4+TGF-beta.csv";"2018-10-25";3
"D4_03";"G";705;"^ 0.5";1;0.3;"euclidean";0.05;5;20;705;103;"report_4E4+TGF-beta.csv";"2018-10-25";3
"E4_01";"G";1119;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1119;123;"report_4E4+TGF-beta.csv";"2018-10-25";3
"E4_02";"G";727;"^ 0.5";1;0.3;"euclidean";0.05;5;20;727;103;"report_4E4+TGF-beta.csv";"2018-10-25";3
"E4_03";"G";733;"^ 0.5";1;0.3;"euclidean";0.05;5;20;733;110;"report_4E4+TGF-beta.csv";"2018-10-25";3
