"name";"channel";"circles";"br.cont";"blur.int";"otsu.offset";"dist.metric";"water.tolerance";"water.ext";"size.threshold";"left.circles";"removed.circles";"file";"date";"exp"
"B2_01_c2";"G";344;"^ 0.5";1;0.3;"euclidean";0.05;5;20;344;7;"report_2C8.csv";"2018-09-20";1
"B2_02_c2";"G";328;"^ 0.5";1;0.3;"euclidean";0.05;5;20;328;9;"report_2C8.csv";"2018-09-20";1
"B2_03_c2";"G";332;"^ 0.5";1;0.3;"euclidean";0.05;5;20;332;8;"report_2C8.csv";"2018-09-20";1
"C2_01_c2";"G";167;"^ 0.5";1;0.3;"euclidean";0.05;5;20;167;6;"report_2C8.csv";"2018-09-20";1
"C2_02_c2";"G";199;"^ 0.5";1;0.3;"euclidean";0.05;5;20;199;9;"report_2C8.csv";"2018-09-20";1
"C2_03_c2";"G";150;"^ 0.5";1;0.3;"euclidean";0.05;5;20;150;18;"report_2C8.csv";"2018-09-20";1
"D2_01_c2";"G";258;"^ 0.5";1;0.3;"euclidean";0.05;5;20;258;11;"report_2C8.csv";"2018-09-20";1
"D2_02_c2";"G";355;"^ 0.5";1;0.3;"euclidean";0.05;5;20;355;10;"report_2C8.csv";"2018-09-20";1
"D2_03_c2";"G";248;"^ 0.5";1;0.3;"euclidean";0.05;5;20;248;9;"report_2C8.csv";"2018-09-20";1
"E2_01_c2";"G";246;"^ 0.5";1;0.3;"euclidean";0.05;5;20;246;5;"report_2C8.csv";"2018-09-20";1
"E2_02_c2";"G";227;"^ 0.5";1;0.3;"euclidean";0.05;5;20;227;8;"report_2C8.csv";"2018-09-20";1
"E2_03_c2";"G";191;"^ 0.5";1;0.3;"euclidean";0.05;5;20;191;8;"report_2C8.csv";"2018-09-20";1
"F2_01_c2";"G";146;"^ 0.5";1;0.3;"euclidean";0.05;5;20;146;5;"report_2C8.csv";"2018-09-20";1
"F2_02_c2";"G";221;"^ 0.5";1;0.3;"euclidean";0.05;5;20;221;7;"report_2C8.csv";"2018-09-20";1
"F2_03_c2";"G";160;"^ 0.5";1;0.3;"euclidean";0.05;5;20;160;7;"report_2C8.csv";"2018-09-20";1
"G2_01_c2";"G";214;"^ 0.5";1;0.3;"euclidean";0.05;5;20;214;9;"report_2C8.csv";"2018-09-20";1
"G2_02_c2";"G";281;"^ 0.5";1;0.3;"euclidean";0.05;5;20;281;12;"report_2C8.csv";"2018-09-20";1
"G2_03_c2";"G";121;"^ 0.5";1;0.3;"euclidean";0.05;5;20;121;5;"report_2C8.csv";"2018-09-20";1
"B6_01_c2";"G";377;"^ 0.5";1;0.3;"euclidean";0.05;5;20;377;19;"report_3A7.csv";"2018-09-20";1
"B6_02_c2";"G";334;"^ 0.5";1;0.3;"euclidean";0.05;5;20;334;14;"report_3A7.csv";"2018-09-20";1
"B6_03_c2";"G";157;"^ 0.5";1;0.3;"euclidean";0.05;5;20;157;9;"report_3A7.csv";"2018-09-20";1
"C6_01_c2";"G";269;"^ 0.5";1;0.3;"euclidean";0.05;5;20;269;15;"report_3A7.csv";"2018-09-20";1
"C6_02_c2";"G";319;"^ 0.5";1;0.3;"euclidean";0.05;5;20;319;23;"report_3A7.csv";"2018-09-20";1
"C6_03_c2";"G";142;"^ 0.5";1;0.3;"euclidean";0.05;5;20;142;11;"report_3A7.csv";"2018-09-20";1
"D6_01_c2";"G";135;"^ 0.5";1;0.3;"euclidean";0.05;5;20;135;9;"report_3A7.csv";"2018-09-20";1
"D6_02_c2";"G";140;"^ 0.5";1;0.3;"euclidean";0.05;5;20;140;16;"report_3A7.csv";"2018-09-20";1
"D6_03_c2";"G";168;"^ 0.5";1;0.3;"euclidean";0.05;5;20;168;18;"report_3A7.csv";"2018-09-20";1
"E6_01_c2";"G";116;"^ 0.5";1;0.3;"euclidean";0.05;5;20;116;25;"report_3A7.csv";"2018-09-20";1
"E6_02_c2";"G";211;"^ 0.5";1;0.3;"euclidean";0.05;5;20;211;40;"report_3A7.csv";"2018-09-20";1
"E6_03_c2";"G";166;"^ 0.5";1;0.3;"euclidean";0.05;5;20;166;33;"report_3A7.csv";"2018-09-20";1
"F6_01_c2";"G";117;"^ 0.5";1;0.3;"euclidean";0.05;5;20;117;17;"report_3A7.csv";"2018-09-20";1
"F6_02_c2";"G";242;"^ 0.5";1;0.3;"euclidean";0.05;5;20;242;35;"report_3A7.csv";"2018-09-20";1
"F6_03_c2";"G";107;"^ 0.5";1;0.3;"euclidean";0.05;5;20;107;17;"report_3A7.csv";"2018-09-20";1
"G6_01_c2";"G";228;"^ 0.5";1;0.3;"euclidean";0.05;5;20;228;8;"report_3A7.csv";"2018-09-20";1
"G6_02_c2";"G";348;"^ 0.5";1;0.3;"euclidean";0.05;5;20;348;16;"report_3A7.csv";"2018-09-20";1
"G6_03_c2";"G";146;"^ 0.5";1;0.3;"euclidean";0.05;5;20;146;5;"report_3A7.csv";"2018-09-20";1
"B3_01_c2";"G";236;"^ 0.5";1;0.3;"euclidean";0.05;5;20;236;11;"report_4C9.csv";"2018-09-20";1
"B3_02_c2";"G";314;"^ 0.5";1;0.3;"euclidean";0.05;5;20;314;13;"report_4C9.csv";"2018-09-20";1
"B3_03_c2";"G";188;"^ 0.5";1;0.3;"euclidean";0.05;5;20;188;10;"report_4C9.csv";"2018-09-20";1
"C3_01_c2";"G";319;"^ 0.5";1;0.3;"euclidean";0.05;5;20;319;14;"report_4C9.csv";"2018-09-20";1
"C3_02_c2";"G";314;"^ 0.5";1;0.3;"euclidean";0.05;5;20;314;24;"report_4C9.csv";"2018-09-20";1
"C3_03_c2";"G";219;"^ 0.5";1;0.3;"euclidean";0.05;5;20;219;5;"report_4C9.csv";"2018-09-20";1
"D3_01_c2";"G";251;"^ 0.5";1;0.3;"euclidean";0.05;5;20;251;15;"report_4C9.csv";"2018-09-20";1
"D3_02_c2";"G";480;"^ 0.5";1;0.3;"euclidean";0.05;5;20;480;26;"report_4C9.csv";"2018-09-20";1
"D3_03_c2";"G";255;"^ 0.5";1;0.3;"euclidean";0.05;5;20;255;10;"report_4C9.csv";"2018-09-20";1
"E3_01_c2";"G";234;"^ 0.5";1;0.3;"euclidean";0.05;5;20;234;15;"report_4C9.csv";"2018-09-20";1
"E3_02_c2";"G";286;"^ 0.5";1;0.3;"euclidean";0.05;5;20;286;7;"report_4C9.csv";"2018-09-20";1
"E3_03_c2";"G";252;"^ 0.5";1;0.3;"euclidean";0.05;5;20;252;5;"report_4C9.csv";"2018-09-20";1
"F3_01_c2";"G";301;"^ 0.5";1;0.3;"euclidean";0.05;5;20;301;16;"report_4C9.csv";"2018-09-20";1
"F3_02_c2";"G";265;"^ 0.5";1;0.3;"euclidean";0.05;5;20;265;7;"report_4C9.csv";"2018-09-20";1
"F3_03_c2";"G";118;"^ 0.5";1;0.3;"euclidean";0.05;5;20;118;2;"report_4C9.csv";"2018-09-20";1
"G3_01_c2";"G";344;"^ 0.5";1;0.3;"euclidean";0.05;5;20;344;26;"report_4C9.csv";"2018-09-20";1
