"name";"channel";"circles";"br.cont";"blur.int";"otsu.offset";"dist.metric";"water.tolerance";"water.ext";"size.threshold";"left.circles";"removed.circles";"file";"date";"exp"
"G3_02_c2";"G";416;"^ 0.5";1;0.3;"euclidean";0.05;5;20;416;20;"report_4C9.csv";"2018-09-20";1
"G3_03_c2";"G";355;"^ 0.5";1;0.3;"euclidean";0.05;5;20;355;20;"report_4C9.csv";"2018-09-20";1
"B4_01_c2";"G";220;"^ 0.5";1;0.3;"euclidean";0.05;5;20;220;8;"report_4E4.csv";"2018-09-20";1
"B4_02_c2";"G";195;"^ 0.5";1;0.3;"euclidean";0.05;5;20;195;5;"report_4E4.csv";"2018-09-20";1
"B4_03_c2";"G";194;"^ 0.5";1;0.3;"euclidean";0.05;5;20;194;9;"report_4E4.csv";"2018-09-20";1
"C4_01_c2";"G";107;"^ 0.5";1;0.3;"euclidean";0.05;5;20;107;5;"report_4E4.csv";"2018-09-20";1
"C4_02_c2";"G";157;"^ 0.5";1;0.3;"euclidean";0.05;5;20;157;8;"report_4E4.csv";"2018-09-20";1
"C4_03_c2";"G";121;"^ 0.5";1;0.3;"euclidean";0.05;5;20;121;30;"report_4E4.csv";"2018-09-20";1
"D4_01_c2";"G";145;"^ 0.5";1;0.3;"euclidean";0.05;5;20;145;5;"report_4E4.csv";"2018-09-20";1
"D4_02_c2";"G";238;"^ 0.5";1;0.3;"euclidean";0.05;5;20;238;10;"report_4E4.csv";"2018-09-20";1
"D4_03_c2";"G";34;"^ 0.5";1;0.3;"euclidean";0.05;5;20;34;4;"report_4E4.csv";"2018-09-20";1
"E4_01_c2";"G";284;"^ 0.5";1;0.3;"euclidean";0.05;5;20;284;7;"report_4E4.csv";"2018-09-20";1
"E4_02_c2";"G";285;"^ 0.5";1;0.3;"euclidean";0.05;5;20;285;12;"report_4E4.csv";"2018-09-20";1
"E4_03_c2";"G";203;"^ 0.5";1;0.3;"euclidean";0.05;5;20;203;7;"report_4E4.csv";"2018-09-20";1
"F4_01_c2";"G";338;"^ 0.5";1;0.3;"euclidean";0.05;5;20;338;12;"report_4E4.csv";"2018-09-20";1
"F4_02_c2";"G";270;"^ 0.5";1;0.3;"euclidean";0.05;5;20;270;9;"report_4E4.csv";"2018-09-20";1
"F4_03_c2";"G";171;"^ 0.5";1;0.3;"euclidean";0.05;5;20;171;8;"report_4E4.csv";"2018-09-20";1
"G4_01_c2";"G";174;"^ 0.5";1;0.3;"euclidean";0.05;5;20;174;10;"report_4E4.csv";"2018-09-20";1
"G4_02_c2";"G";179;"^ 0.5";1;0.3;"euclidean";0.05;5;20;179;6;"report_4E4.csv";"2018-09-20";1
"G4_03_c2";"G";117;"^ 0.5";1;0.3;"euclidean";0.05;5;20;117;32;"report_4E4.csv";"2018-09-20";1
"B5_01_c2";"G";286;"^ 0.5";1;0.3;"euclidean";0.05;5;20;286;11;"report_5H7.csv";"2018-09-20";1
"B5_02_c2";"G";242;"^ 0.5";1;0.3;"euclidean";0.05;5;20;242;12;"report_5H7.csv";"2018-09-20";1
"B5_03_c2";"G";68;"^ 0.5";1;0.3;"euclidean";0.05;5;20;68;7;"report_5H7.csv";"2018-09-20";1
"C5_01_c2";"G";362;"^ 0.5";1;0.3;"euclidean";0.05;5;20;362;18;"report_5H7.csv";"2018-09-20";1
"C5_02_c2";"G";358;"^ 0.5";1;0.3;"euclidean";0.05;5;20;358;24;"report_5H7.csv";"2018-09-20";1
"C5_03_c2";"G";278;"^ 0.5";1;0.3;"euclidean";0.05;5;20;278;13;"report_5H7.csv";"2018-09-20";1
"D5_01_c2";"G";388;"^ 0.5";1;0.3;"euclidean";0.05;5;20;388;19;"report_5H7.csv";"2018-09-20";1
"D5_02_c2";"G";398;"^ 0.5";1;0.3;"euclidean";0.05;5;20;398;14;"report_5H7.csv";"2018-09-20";1
"D5_03_c2";"G";232;"^ 0.5";1;0.3;"euclidean";0.05;5;20;232;11;"report_5H7.csv";"2018-09-20";1
"E5_01_c2";"G";141;"^ 0.5";1;0.3;"euclidean";0.05;5;20;141;6;"report_5H7.csv";"2018-09-20";1
"E5_02_c2";"G";191;"^ 0.5";1;0.3;"euclidean";0.05;5;20;191;23;"report_5H7.csv";"2018-09-20";1
"E5_03_c2";"G";112;"^ 0.5";1;0.3;"euclidean";0.05;5;20;112;38;"report_5H7.csv";"2018-09-20";1
"F5_01_c2";"G";145;"^ 0.5";1;0.3;"euclidean";0.05;5;20;145;14;"report_5H7.csv";"2018-09-20";1
"F5_02_c2";"G";63;"^ 0.5";1;0.3;"euclidean";0.05;5;20;63;10;"report_5H7.csv";"2018-09-20";1
"F5_03_c2";"G";47;"^ 0.5";1;0.3;"euclidean";0.05;5;20;47;5;"report_5H7.csv";"2018-09-20";1
"G5_01_c2";"G";107;"^ 0.5";1;0.3;"euclidean";0.05;5;20;107;7;"report_5H7.csv";"2018-09-20";1
"G5_02_c2";"G";123;"^ 0.5";1;0.3;"euclidean";0.05;5;20;123;18;"report_5H7.csv";"2018-09-20";1
"G5_03_c2";"G";109;"^ 0.5";1;0.3;"euclidean";0.05;5;20;109;17;"report_5H7.csv";"2018-09-20";1
"B7_01_c2";"G";148;"^ 0.5";1;0.3;"euclidean";0.05;5;20;148;27;"report_control.csv";"2018-09-20";1
"B7_02_c2";"G";111;"^ 0.5";1;0.3;"euclidean";0.05;5;20;111;28;"report_control.csv";"2018-09-20";1
"B7_03_c2";"G";120;"^ 0.5";1;0.3;"euclidean";0.05;5;20;120;14;"report_control.csv";"2018-09-20";1
"C7_01_c2";"G";273;"^ 0.5";1;0.3;"euclidean";0.05;5;20;273;10;"report_control.csv";"2018-09-20";1
"C7_02_c2";"G";217;"^ 0.5";1;0.3;"euclidean";0.05;5;20;217;9;"report_control.csv";"2018-09-20";1
"C7_03_c2";"G";124;"^ 0.5";1;0.3;"euclidean";0.05;5;20;124;8;"report_control.csv";"2018-09-20";1
"D7_01_c2";"G";282;"^ 0.5";1;0.3;"euclidean";0.05;5;20;282;12;"report_control.csv";"2018-09-20";1
"D7_02_c2";"G";280;"^ 0.5";1;0.3;"euclidean";0.05;5;20;280;15;"report_control.csv";"2018-09-20";1
"D7_03_c2";"G";164;"^ 0.5";1;0.3;"euclidean";0.05;5;20;164;4;"report_control.csv";"2018-09-20";1
"E7_01_c2";"G";166;"^ 0.5";1;0.3;"euclidean";0.05;5;20;166;50;"report_control.csv";"2018-09-20";1
"E7_02_c2";"G";117;"^ 0.5";1;0.3;"euclidean";0.05;5;20;117;26;"report_control.csv";"2018-09-20";1
"E7_03_c2";"G";150;"^ 0.5";1;0.3;"euclidean";0.05;5;20;150;22;"report_control.csv";"2018-09-20";1
"F7_01_c2";"G";126;"^ 0.5";1;0.3;"euclidean";0.05;5;20;126;33;"report_control.csv";"2018-09-20";1
"F7_02_c2";"G";81;"^ 0.5";1;0.3;"euclidean";0.05;5;20;81;25;"report_control.csv";"2018-09-20";1
"F7_03_c2";"G";130;"^ 0.5";1;0.3;"euclidean";0.05;5;20;130;33;"report_control.csv";"2018-09-20";1
"G7_01_c2";"G";155;"^ 0.5";1;0.3;"euclidean";0.05;5;20;155;22;"report_control.csv";"2018-09-20";1
"G7_02_c2";"G";108;"^ 0.5";1;0.3;"euclidean";0.05;5;20;108;27;"report_control.csv";"2018-09-20";1
"G7_03_c2";"G";121;"^ 0.5";1;0.3;"euclidean";0.05;5;20;121;24;"report_control.csv";"2018-09-20";1
