"name";"channel";"circles";"br.cont";"blur.int";"otsu.offset";"dist.metric";"water.tolerance";"water.ext";"size.threshold";"left.circles";"removed.circles";"file";"date";"exp"
"B2_01";"G";1245;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1245;50;"report_2C8+TGF-beta.csv";"2018-10-11";2
"B2_02";"G";1929;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1929;98;"report_2C8+TGF-beta.csv";"2018-10-11";2
"B2_03";"G";1090;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1090;63;"report_2C8+TGF-beta.csv";"2018-10-11";2
"C2_01";"G";1397;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1397;64;"report_2C8+TGF-beta.csv";"2018-10-11";2
"C2_02";"G";2085;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2085;60;"report_2C8+TGF-beta.csv";"2018-10-11";2
"C2_03";"G";1927;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1927;81;"report_2C8+TGF-beta.csv";"2018-10-11";2
"D2_01";"G";1872;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1872;69;"report_2C8+TGF-beta.csv";"2018-10-11";2
"D2_02";"G";2261;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2261;52;"report_2C8+TGF-beta.csv";"2018-10-11";2
"D2_03";"G";2191;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2191;69;"report_2C8+TGF-beta.csv";"2018-10-11";2
"E2_01";"G";2144;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2144;70;"report_2C8+TGF-beta.csv";"2018-10-11";2
"E2_02";"G";2809;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2809;70;"report_2C8+TGF-beta.csv";"2018-10-11";2
"E2_03";"G";2190;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2190;51;"report_2C8+TGF-beta.csv";"2018-10-11";2
"F2_01";"G";2035;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2035;65;"report_2C8+TGF-beta.csv";"2018-10-11";2
"F2_02";"G";2941;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2941;96;"report_2C8+TGF-beta.csv";"2018-10-11";2
"F2_03";"G";2199;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2199;64;"report_2C8+TGF-beta.csv";"2018-10-11";2
"G2_01";"G";1873;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1873;54;"report_2C8+TGF-beta.csv";"2018-10-11";2
"G2_02";"G";2600;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2600;77;"report_2C8+TGF-beta.csv";"2018-10-11";2
"G2_03";"G";1678;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1678;67;"report_2C8+TGF-beta.csv";"2018-10-11";2
"B6_01";"G";1902;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1902;160;"report_3A7+TGF-beta.csv";"2018-10-11";2
"B6_02";"G";2109;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2109;208;"report_3A7+TGF-beta.csv";"2018-10-11";2
"B6_03";"G";1979;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1979;227;"report_3A7+TGF-beta.csv";"2018-10-11";2
"C6_01";"G";2174;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2174;238;"report_3A7+TGF-beta.csv";"2018-10-11";2
"C6_02";"G";2063;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2063;206;"report_3A7+TGF-beta.csv";"2018-10-11";2
"C6_03";"G";1889;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1889;171;"report_3A7+TGF-beta.csv";"2018-10-11";2
"D6_01";"G";1863;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1863;183;"report_3A7+TGF-beta.csv";"2018-10-11";2
"D6_02";"G";2369;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2369;268;"report_3A7+TGF-beta.csv";"2018-10-11";2
"D6_03";"G";2487;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2487;241;"report_3A7+TGF-beta.csv";"2018-10-11";2
"E6_01";"G";1307;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1307;116;"report_3A7+TGF-beta.csv";"2018-10-11";2
"E6_02";"G";1540;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1540;231;"report_3A7+TGF-beta.csv";"2018-10-11";2
"E6_03";"G";1298;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1298;100;"report_3A7+TGF-beta.csv";"2018-10-11";2
"F6_01";"G";1696;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1696;117;"report_3A7+TGF-beta.csv";"2018-10-11";2
"F6_02";"G";2364;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2364;282;"report_3A7+TGF-beta.csv";"2018-10-11";2
"F6_03";"G";2095;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2095;191;"report_3A7+TGF-beta.csv";"2018-10-11";2
"G6_01";"G";1388;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1388;81;"report_3A7+TGF-beta.csv";"2018-10-11";2
"G6_02";"G";1916;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1916;163;"report_3A7+TGF-beta.csv";"2018-10-11";2
"G6_03";"G";1725;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1725;140;"report_3A7+TGF-beta.csv";"2018-10-11";2
"B3_01";"G";2182;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2182;196;"report_4C9+TGF-beta.csv";"2018-10-11";2
"B3_02";"G";2328;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2328;197;"report_4C9+TGF-beta.csv";"2018-10-11";2
"B3_03";"G";1351;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1351;117;"report_4C9+TGF-beta.csv";"2018-10-11";2
"C3_01";"G";2006;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2006;143;"report_4C9+TGF-beta.csv";"2018-10-11";2
"C3_02";"G";2561;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2561;254;"report_4C9+TGF-beta.csv";"2018-10-11";2
"C3_03";"G";2200;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2200;296;"report_4C9+TGF-beta.csv";"2018-10-11";2
"D3_01";"G";2161;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2161;140;"report_4C9+TGF-beta.csv";"2018-10-11";2
"D3_02";"G";2451;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2451;179;"report_4C9+TGF-beta.csv";"2018-10-11";2
"D3_03";"G";1902;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1902;159;"report_4C9+TGF-beta.csv";"2018-10-11";2
"E3_01";"G";1723;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1723;118;"report_4C9+TGF-beta.csv";"2018-10-11";2
"E3_02";"G";2867;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2867;203;"report_4C9+TGF-beta.csv";"2018-10-11";2
"E3_03";"G";2303;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2303;173;"report_4C9+TGF-beta.csv";"2018-10-11";2
"F3_01";"G";1899;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1899;109;"report_4C9+TGF-beta.csv";"2018-10-11";2
"F3_02";"G";2627;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2627;197;"report_4C9+TGF-beta.csv";"2018-10-11";2
"F3_03";"G";2101;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2101;150;"report_4C9+TGF-beta.csv";"2018-10-11";2
"G3_01";"G";1519;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1519;105;"report_4C9+TGF-beta.csv";"2018-10-11";2
"G3_02";"G";2304;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2304;260;"report_4C9+TGF-beta.csv";"2018-10-11";2
"G3_03";"G";1847;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1847;236;"report_4C9+TGF-beta.csv";"2018-10-11";2
"B4_01";"G";1840;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1840;149;"report_4E4+TGF-beta.csv";"2018-10-11";2
"B4_02";"G";2042;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2042;177;"report_4E4+TGF-beta.csv";"2018-10-11";2
"B4_03";"G";1133;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1133;54;"report_4E4+TGF-beta.csv";"2018-10-11";2
"C4_01";"G";1723;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1723;166;"report_4E4+TGF-beta.csv";"2018-10-11";2
"C4_02";"G";2257;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2257;212;"report_4E4+TGF-beta.csv";"2018-10-11";2
"C4_03";"G";1669;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1669;86;"report_4E4+TGF-beta.csv";"2018-10-11";2
"D4_01";"G";2310;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2310;237;"report_4E4+TGF-beta.csv";"2018-10-11";2
"D4_02";"G";2311;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2311;284;"report_4E4+TGF-beta.csv";"2018-10-11";2
"D4_03";"G";2065;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2065;189;"report_4E4+TGF-beta.csv";"2018-10-11";2
"E4_01";"G";2358;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2358;297;"report_4E4+TGF-beta.csv";"2018-10-11";2
"E4_02";"G";2437;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2437;271;"report_4E4+TGF-beta.csv";"2018-10-11";2
"E4_03";"G";2360;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2360;217;"report_4E4+TGF-beta.csv";"2018-10-11";2
"F4_01";"G";1940;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1940;202;"report_4E4+TGF-beta.csv";"2018-10-11";2
"F4_02";"G";2349;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2349;249;"report_4E4+TGF-beta.csv";"2018-10-11";2
"F4_03";"G";2145;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2145;203;"report_4E4+TGF-beta.csv";"2018-10-11";2
"G4_01";"G";2027;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2027;241;"report_4E4+TGF-beta.csv";"2018-10-11";2
"G4_02";"G";2295;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2295;243;"report_4E4+TGF-beta.csv";"2018-10-11";2
"G4_03";"G";1964;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1964;183;"report_4E4+TGF-beta.csv";"2018-10-11";2
"B5_01";"G";1858;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1858;177;"report_5H7+TGF-beta.csv";"2018-10-11";2
"B5_02";"G";2351;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2351;250;"report_5H7+TGF-beta.csv";"2018-10-11";2
"B5_03";"G";1699;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1699;169;"report_5H7+TGF-beta.csv";"2018-10-11";2
"C5_01";"G";1732;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1732;232;"report_5H7+TGF-beta.csv";"2018-10-11";2
"C5_02";"G";2395;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2395;388;"report_5H7+TGF-beta.csv";"2018-10-11";2
"C5_03";"G";2261;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2261;268;"report_5H7+TGF-beta.csv";"2018-10-11";2
"D5_01";"G";1987;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1987;305;"report_5H7+TGF-beta.csv";"2018-10-11";2
"D5_02";"G";2749;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2749;404;"report_5H7+TGF-beta.csv";"2018-10-11";2
"D5_03";"G";1921;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1921;192;"report_5H7+TGF-beta.csv";"2018-10-11";2
"E5_01";"G";2043;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2043;268;"report_5H7+TGF-beta.csv";"2018-10-11";2
"E5_02";"G";2580;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2580;282;"report_5H7+TGF-beta.csv";"2018-10-11";2
"E5_03";"G";2170;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2170;192;"report_5H7+TGF-beta.csv";"2018-10-11";2
