"name";"channel";"circles";"br.cont";"blur.int";"otsu.offset";"dist.metric";"water.tolerance";"water.ext";"size.threshold";"left.circles";"removed.circles";"file";"date";"exp"
"F5_01";"G";1698;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1698;170;"report_5H7+TGF-beta.csv";"2018-10-11";2
"F5_02";"G";2336;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2336;219;"report_5H7+TGF-beta.csv";"2018-10-11";2
"F5_03";"G";2209;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2209;259;"report_5H7+TGF-beta.csv";"2018-10-11";2
"G5_01";"G";1722;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1722;141;"report_5H7+TGF-beta.csv";"2018-10-11";2
"G5_02";"G";2027;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2027;195;"report_5H7+TGF-beta.csv";"2018-10-11";2
"G5_03";"G";1497;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1497;146;"report_5H7+TGF-beta.csv";"2018-10-11";2
"B8_01";"G";1004;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1004;73;"report_control.csv";"2018-10-11";2
"B8_02";"G";1142;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1142;108;"report_control.csv";"2018-10-11";2
"B8_03";"G";827;"^ 0.5";1;0.3;"euclidean";0.05;5;20;827;57;"report_control.csv";"2018-10-11";2
"C8_01";"G";795;"^ 0.5";1;0.3;"euclidean";0.05;5;20;795;63;"report_control.csv";"2018-10-11";2
"C8_02";"G";976;"^ 0.5";1;0.3;"euclidean";0.05;5;20;976;68;"report_control.csv";"2018-10-11";2
"C8_03";"G";965;"^ 0.5";1;0.3;"euclidean";0.05;5;20;965;54;"report_control.csv";"2018-10-11";2
"D8_01";"G";523;"^ 0.5";1;0.3;"euclidean";0.05;5;20;523;33;"report_control.csv";"2018-10-11";2
"D8_02";"G";952;"^ 0.5";1;0.3;"euclidean";0.05;5;20;952;56;"report_control.csv";"2018-10-11";2
"D8_03";"G";877;"^ 0.5";1;0.3;"euclidean";0.05;5;20;877;46;"report_control.csv";"2018-10-11";2
"E8_01";"G";562;"^ 0.5";1;0.3;"euclidean";0.05;5;20;562;31;"report_control.csv";"2018-10-11";2
"E8_02";"G";730;"^ 0.5";1;0.3;"euclidean";0.05;5;20;730;40;"report_control.csv";"2018-10-11";2
"E8_03";"G";649;"^ 0.5";1;0.3;"euclidean";0.05;5;20;649;34;"report_control.csv";"2018-10-11";2
"F8_01";"G";530;"^ 0.5";1;0.3;"euclidean";0.05;5;20;530;30;"report_control.csv";"2018-10-11";2
"F8_02";"G";1254;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1254;65;"report_control.csv";"2018-10-11";2
"F8_03";"G";1056;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1056;62;"report_control.csv";"2018-10-11";2
"G8_01";"G";353;"^ 0.5";1;0.3;"euclidean";0.05;5;20;353;26;"report_control.csv";"2018-10-11";2
"G8_02";"G";475;"^ 0.5";1;0.3;"euclidean";0.05;5;20;475;29;"report_control.csv";"2018-10-11";2
"G8_03";"G";363;"^ 0.5";1;0.3;"euclidean";0.05;5;20;363;27;"report_control.csv";"2018-10-11";2
"B7_01";"G";1981;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1981;200;"report_TGF-beta.csv";"2018-10-11";2
"B7_02";"G";1423;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1423;115;"report_TGF-beta.csv";"2018-10-11";2
"B7_03";"G";1016;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1016;55;"report_TGF-beta.csv";"2018-10-11";2
"C7_01";"G";1635;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1635;120;"report_TGF-beta.csv";"2018-10-11";2
"C7_02";"G";1993;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1993;161;"report_TGF-beta.csv";"2018-10-11";2
"C7_03";"G";1636;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1636;127;"report_TGF-beta.csv";"2018-10-11";2
"D7_01";"G";1676;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1676;147;"report_TGF-beta.csv";"2018-10-11";2
"D7_02";"G";1934;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1934;134;"report_TGF-beta.csv";"2018-10-11";2
"D7_03";"G";1719;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1719;128;"report_TGF-beta.csv";"2018-10-11";2
"E7_01";"G";1743;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1743;141;"report_TGF-beta.csv";"2018-10-11";2
"E7_02";"G";2026;"^ 0.5";1;0.3;"euclidean";0.05;5;20;2026;196;"report_TGF-beta.csv";"2018-10-11";2
"E7_03";"G";1185;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1185;49;"report_TGF-beta.csv";"2018-10-11";2
"F7_01";"G";1354;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1354;82;"report_TGF-beta.csv";"2018-10-11";2
"F7_02";"G";1754;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1754;129;"report_TGF-beta.csv";"2018-10-11";2
"F7_03";"G";1120;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1120;58;"report_TGF-beta.csv";"2018-10-11";2
"G7_01";"G";1285;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1285;70;"report_TGF-beta.csv";"2018-10-11";2
"G7_02";"G";1705;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1705;144;"report_TGF-beta.csv";"2018-10-11";2
"G7_03";"G";1243;"^ 0.5";1;0.3;"euclidean";0.05;5;20;1243;71;"report_TGF-beta.csv";"2018-10-11";2
