"name";"channel";"circles";"br.cont";"blur.int";"otsu.offset";"dist.metric";"water.tolerance";"water.ext";"size.threshold";"left.circles";"removed.circles"
"B3_01";"G";115;"^ 1";1;0,3;"euclidean";0,05;5;80;115;622
"B3_02";"G";119;"^ 1";1;0,3;"euclidean";0,05;5;80;119;657
"B3_03";"G";111;"^ 1";1;0,3;"euclidean";0,05;5;80;111;603
"C3_01";"G";107;"^ 1";1;0,3;"euclidean";0,05;5;80;107;781
"C3_02";"G";118;"^ 1";1;0,3;"euclidean";0,05;5;80;118;954
"C3_03";"G";102;"^ 1";1;0,3;"euclidean";0,05;5;80;102;698
"D3_01";"G";105;"^ 1";1;0,3;"euclidean";0,05;5;80;105;759
"D3_02";"G";107;"^ 1";1;0,3;"euclidean";0,05;5;80;107;602
"D3_03";"G";87;"^ 1";1;0,3;"euclidean";0,05;5;80;87;876
"E3_01";"G";132;"^ 1";1;0,3;"euclidean";0,05;5;80;132;1004
"E3_02";"G";116;"^ 1";1;0,3;"euclidean";0,05;5;80;116;790
"E3_03";"G";68;"^ 1";1;0,3;"euclidean";0,05;5;80;68;647
"F3_01";"G";126;"^ 1";1;0,3;"euclidean";0,05;5;80;126;612
"F3_02";"G";142;"^ 1";1;0,3;"euclidean";0,05;5;80;142;760
"F3_03";"G";123;"^ 1";1;0,3;"euclidean";0,05;5;80;123;718
"G3_01";"G";106;"^ 1";1;0,3;"euclidean";0,05;5;80;106;722
"G3_02";"G";140;"^ 1";1;0,3;"euclidean";0,05;5;80;140;661
"G3_03";"G";60;"^ 1";1;0,3;"euclidean";0,05;5;80;60;411
